Configuration Index,RAM (GB),Processor Speeds (GHz),Integrated Wireless,HD Size (GB),Bundled Applications,Retail Price
194,2,1.5,Yes,40,No,259
155,1,1.5,No,80,Yes,280
289,1,1.5,Yes,40,Yes,322
63,2,1.5,No,300,Yes,350
60,2,1.5,No,80,No,259
58,2,1.5,No,40,No,231
7,1,1.5,Yes,300,Yes,336
347,2,1.5,No,80,Yes,364
291,1,1.5,Yes,80,Yes,350
49,2,1.5,Yes,40,Yes,280
152,1,1.5,Yes,300,No,315
343,2,1.5,Yes,300,Yes,434
349,2,1.5,No,120,Yes,378
290,1,1.5,Yes,40,No,287
347,2,1.5,No,80,Yes,364
15,1,1.5,No,300,Yes,322
197,2,1.5,Yes,120,Yes,336
57,2,1.5,No,40,Yes,266
56,2,1.5,Yes,300,No,329
344,2,1.5,Yes,300,No,399
152,1,1.5,Yes,300,No,315
294,1,1.5,Yes,120,No,329
352,2,1.5,No,300,No,385
345,2,1.5,No,40,Yes,336
160,1,1.5,No,300,No,301
7,1,1.5,Yes,300,Yes,336
149,1,1.5,Yes,120,Yes,308
345,2,1.5,No,40,Yes,336
299,1,1.5,No,80,Yes,336
50,2,1.5,Yes,40,No,245
343,2,1.5,Yes,300,Yes,434
198,2,1.5,Yes,120,No,301
159,1,1.5,No,300,Yes,336
1,1,1.5,Yes,40,Yes,252
291,1,1.5,Yes,80,Yes,350
152,1,1.5,Yes,300,No,315
346,2,1.5,No,40,No,301
289,1,1.5,Yes,40,Yes,322
299,1,1.5,No,80,Yes,336
152,1,1.5,Yes,300,No,315
160,1,1.5,No,300,No,301
296,1,1.5,Yes,300,No,371
61,2,1.5,No,120,Yes,308
344,2,1.5,Yes,300,No,399
198,2,1.5,Yes,120,No,301
343,2,1.5,Yes,300,Yes,434
53,2,1.5,Yes,120,Yes,322
294,1,1.5,Yes,120,No,329
301,1,1.5,No,120,Yes,350
197,2,1.5,Yes,120,Yes,336
341,2,1.5,Yes,120,Yes,392
149,1,1.5,Yes,120,Yes,308
345,2,1.5,No,40,Yes,336
61,2,1.5,No,120,Yes,308
146,1,1.5,Yes,40,No,231
197,2,1.5,Yes,120,Yes,336
299,1,1.5,No,80,Yes,336
339,2,1.5,Yes,80,Yes,378
293,1,1.5,Yes,120,Yes,364
206,2,1.5,No,120,No,287
159,1,1.5,No,300,Yes,336
147,1,1.5,Yes,80,Yes,294
343,2,1.5,Yes,300,Yes,434
198,2,1.5,Yes,120,No,301
350,2,1.5,No,120,No,343
64,2,1.5,No,300,No,315
58,2,1.5,No,40,No,231
343,2,1.5,Yes,300,Yes,434
347,2,1.5,No,80,Yes,364
197,2,1.5,Yes,120,Yes,336
159,1,1.5,No,300,Yes,336
342,2,1.5,Yes,120,No,357
303,1,1.5,No,300,Yes,392
15,1,1.5,No,300,Yes,322
150,1,1.5,Yes,120,No,273
339,2,1.5,Yes,80,Yes,378
7,1,1.5,Yes,300,Yes,336
157,1,1.5,No,120,Yes,294
7,1,1.5,Yes,300,Yes,336
148,1,1.5,Yes,80,No,259
349,2,1.5,No,120,Yes,378
160,1,1.5,No,300,No,301
348,2,1.5,No,80,No,329
200,2,1.5,Yes,300,No,343
56,2,1.5,Yes,300,No,329
156,1,1.5,No,80,No,245
200,2,1.5,Yes,300,No,343
296,1,1.5,Yes,300,No,371
346,2,1.5,No,40,No,301
301,1,1.5,No,120,Yes,350
61,2,1.5,No,120,Yes,308
301,1,1.5,No,120,Yes,350
352,2,1.5,No,300,No,385
303,1,1.5,No,300,Yes,392
53,2,1.5,Yes,120,Yes,322
340,2,1.5,Yes,80,No,343
197,2,1.5,Yes,120,Yes,336
7,1,1.5,Yes,300,Yes,336
61,2,1.5,No,120,Yes,308
299,1,1.5,No,80,Yes,336
53,2,1.5,Yes,120,Yes,322
197,2,1.5,Yes,120,Yes,336
296,1,1.5,Yes,300,No,371
302,1,1.5,No,120,No,315
203,2,1.5,No,80,Yes,308
339,2,1.5,Yes,80,Yes,378
337,2,1.5,Yes,40,Yes,350
208,2,1.5,No,300,No,329
341,2,1.5,Yes,120,Yes,392
149,1,1.5,Yes,120,Yes,308
158,1,1.5,No,120,No,259
342,2,1.5,Yes,120,No,357
59,2,1.5,No,80,Yes,294
299,1,1.5,No,80,Yes,336
294,1,1.5,Yes,120,No,329
197,2,1.5,Yes,120,Yes,336
157,1,1.5,No,120,Yes,294
301,1,1.5,No,120,Yes,350
208,2,1.5,No,300,No,329
61,2,1.5,No,120,Yes,308
345,2,1.5,No,40,Yes,336
291,1,1.5,Yes,80,Yes,350
291,1,1.5,Yes,80,Yes,350
352,2,1.5,No,300,No,385
303,1,1.5,No,300,Yes,392
345,2,1.5,No,40,Yes,336
349,2,1.5,No,120,Yes,378
200,2,1.5,Yes,300,No,343
345,2,1.5,No,40,Yes,336
53,2,1.5,Yes,120,Yes,322
294,1,1.5,Yes,120,No,329
291,1,1.5,Yes,80,Yes,350
201,2,1.5,No,40,Yes,280
203,2,1.5,No,80,Yes,308
204,2,1.5,No,80,No,273
56,2,1.5,Yes,300,No,329
55,2,1.5,Yes,300,Yes,364
147,1,1.5,Yes,80,Yes,294
350,2,1.5,No,120,No,343
350,2,1.5,No,120,No,343
149,1,1.5,Yes,120,Yes,308
296,1,1.5,Yes,300,No,371
300,1,1.5,No,80,No,301
159,1,1.5,No,300,Yes,336
297,1,1.5,No,40,Yes,308
301,1,1.5,No,120,Yes,350
347,2,1.5,No,80,Yes,364
194,2,1.5,Yes,40,No,259
154,1,1.5,No,40,No,217
151,1,1.5,Yes,300,Yes,350
349,2,1.5,No,120,Yes,378
195,2,1.5,Yes,80,Yes,322
296,1,1.5,Yes,300,No,371
347,2,1.5,No,80,Yes,364
289,1,1.5,Yes,40,Yes,322
289,1,1.5,Yes,40,Yes,322
340,2,1.5,Yes,80,No,343
203,2,1.5,No,80,Yes,308
151,1,1.5,Yes,300,Yes,350
207,2,1.5,No,300,Yes,364
157,1,1.5,No,120,Yes,294
147,1,1.5,Yes,80,Yes,294
302,1,1.5,No,120,No,315
344,2,1.5,Yes,300,No,399
15,1,1.5,No,300,Yes,322
55,2,1.5,Yes,300,Yes,364
159,1,1.5,No,300,Yes,336
149,1,1.5,Yes,120,Yes,308
52,2,1.5,Yes,80,No,273
297,1,1.5,No,40,Yes,308
350,2,1.5,No,120,No,343
62,2,1.5,No,120,No,273
203,2,1.5,No,80,Yes,308
340,2,1.5,Yes,80,No,343
64,2,1.5,No,300,No,315
297,1,1.5,No,40,Yes,308
61,2,1.5,No,120,Yes,308
51,2,1.5,Yes,80,Yes,308
7,1,1.5,Yes,300,Yes,336
160,1,1.5,No,300,No,301
303,1,1.5,No,300,Yes,392
15,1,1.5,No,300,Yes,322
62,2,1.5,No,120,No,273
52,2,1.5,Yes,80,No,273
156,1,1.5,No,80,No,245
351,2,1.5,No,300,Yes,420
53,2,1.5,Yes,120,Yes,322
347,2,1.5,No,80,Yes,364
15,1,1.5,No,300,Yes,322
349,2,1.5,No,120,Yes,378
195,2,1.5,Yes,80,Yes,322
352,2,1.5,No,300,No,385
16,1,1.5,No,300,No,287
292,1,1.5,Yes,80,No,315
294,1,1.5,Yes,120,No,329
145,1,1.5,Yes,40,Yes,266
292,1,1.5,Yes,80,No,315
298,1,1.5,No,40,No,273
207,2,1.5,No,300,Yes,364
63,2,1.5,No,300,Yes,350
299,1,1.5,No,80,Yes,336
197,2,1.5,Yes,120,Yes,336
352,2,1.5,No,300,No,385
350,2,1.5,No,120,No,343
198,2,1.5,Yes,120,No,301
159,1,1.5,No,300,Yes,336
203,2,1.5,No,80,Yes,308
341,2,1.5,Yes,120,Yes,392
149,1,1.5,Yes,120,Yes,308
145,1,1.5,Yes,40,Yes,266
61,2,1.5,No,120,Yes,308
293,1,1.5,Yes,120,Yes,364
53,2,1.5,Yes,120,Yes,322
51,2,1.5,Yes,80,Yes,308
207,2,1.5,No,300,Yes,364
56,2,1.5,Yes,300,No,329
53,2,1.5,Yes,120,Yes,322
15,1,1.5,No,300,Yes,322
340,2,1.5,Yes,80,No,343
152,1,1.5,Yes,300,No,315
56,2,1.5,Yes,300,No,329
297,1,1.5,No,40,Yes,308
339,2,1.5,Yes,80,Yes,378
351,2,1.5,No,300,Yes,420
352,2,1.5,No,300,No,385
292,1,1.5,Yes,80,No,315
299,1,1.5,No,80,Yes,336
197,2,1.5,Yes,120,Yes,336
61,2,1.5,No,120,Yes,308
292,1,1.5,Yes,80,No,315
293,1,1.5,Yes,120,Yes,364
292,1,1.5,Yes,80,No,315
297,1,1.5,No,40,Yes,308
297,1,1.5,No,40,Yes,308
295,1,1.5,Yes,300,Yes,406
289,1,1.5,Yes,40,Yes,322
304,1,1.5,No,300,No,357
304,1,1.5,No,300,No,357
201,2,1.5,No,40,Yes,280
350,2,1.5,No,120,No,343
152,1,1.5,Yes,300,No,315
348,2,1.5,No,80,No,329
199,2,1.5,Yes,300,Yes,378
208,2,1.5,No,300,No,329
302,1,1.5,No,120,No,315
197,2,1.5,Yes,120,Yes,336
350,2,1.5,No,120,No,343
145,1,1.5,Yes,40,Yes,266
204,2,1.5,No,80,No,273
301,1,1.5,No,120,Yes,350
63,2,1.5,No,300,Yes,350
351,2,1.5,No,300,Yes,420
345,2,1.5,No,40,Yes,336
61,2,1.5,No,120,Yes,308
338,2,1.5,Yes,40,No,315
294,1,1.5,Yes,120,No,329
341,2,1.5,Yes,120,Yes,392
299,1,1.5,No,80,Yes,336
159,1,1.5,No,300,Yes,336
60,2,1.5,No,80,No,259
208,2,1.5,No,300,No,329
151,1,1.5,Yes,300,Yes,350
338,2,1.5,Yes,40,No,315
292,1,1.5,Yes,80,No,315
56,2,1.5,Yes,300,No,329
151,1,1.5,Yes,300,Yes,350
207,2,1.5,No,300,Yes,364
207,2,1.5,No,300,Yes,364
51,2,1.5,Yes,80,Yes,308
15,1,1.5,No,300,Yes,322
289,1,1.5,Yes,40,Yes,322
195,2,1.5,Yes,80,Yes,322
56,2,1.5,Yes,300,No,329
15,1,1.5,No,300,Yes,322
208,2,1.5,No,300,No,329
301,1,1.5,No,120,Yes,350
200,2,1.5,Yes,300,No,343
203,2,1.5,No,80,Yes,308
152,1,1.5,Yes,300,No,315
436,1,1.5,Yes,80,No,322
392,4,1.5,Yes,300,No,483
137,4,2.4,No,40,Yes,385
338,2,1.5,Yes,40,No,294
337,2,1.5,Yes,40,Yes,329
288,4,2.4,No,300,No,448
625,2,1.5,Yes,40,Yes,378
338,2,1.5,Yes,40,No,294
681,4,1.5,No,40,Yes,434
669,2,2.4,No,120,Yes,441
225,2,2.4,Yes,40,Yes,343
97,4,1.5,Yes,40,Yes,364
437,1,1.5,Yes,120,Yes,371
473,1,2.4,No,40,Yes,350
677,4,1.5,Yes,120,Yes,490
25,1,2,No,40,Yes,245
707,4,2.4,Yes,80,Yes,511
317,1,2,No,120,Yes,357
344,2,1.5,Yes,300,No,378
97,4,1.5,Yes,40,Yes,364
283,4,2.4,No,80,Yes,427
721,1,1.5,Yes,40,Yes,399
284,4,2.4,No,80,No,392
144,4,2.4,No,300,No,434
45,1,2.4,No,120,Yes,322
762,1,2.4,No,40,No,385
730,1,1.5,No,40,No,350
30,1,2,No,120,No,252
313,1,2,No,40,Yes,315
191,1,2.4,No,300,Yes,378
418,4,2.4,Yes,40,No,434
92,2,2.4,No,80,No,308
615,1,2.4,Yes,300,Yes,462
64,2,1.5,No,300,No,294
105,4,1.5,No,40,Yes,350
130,4,2.4,Yes,40,No,364
676,4,1.5,Yes,80,No,441
537,4,1.5,No,40,Yes,420
137,4,2.4,No,40,Yes,385
731,1,1.5,No,80,Yes,413
95,2,2.4,No,300,Yes,399
230,2,2.4,Yes,120,No,350
197,2,1.5,Yes,120,Yes,315
720,4,2.4,No,300,No,518
710,4,2.4,Yes,120,No,490
855,4,2.4,Yes,300,Yes,623
63,2,1.5,No,300,Yes,329
581,1,1.5,Yes,120,Yes,385
435,1,1.5,Yes,80,Yes,357
184,1,2.4,Yes,300,No,357
571,4,2.4,No,80,Yes,483
191,1,2.4,No,300,Yes,378
171,1,2,No,80,Yes,287
348,2,1.5,No,80,No,308
619,1,2.4,No,80,Yes,392
352,2,1.5,No,300,No,364
288,4,2.4,No,300,No,448
316,1,2,No,80,No,308
200,2,1.5,Yes,300,No,322
417,4,2.4,Yes,40,Yes,469
632,2,1.5,Yes,300,No,427
45,1,2.4,No,120,Yes,322
583,1,1.5,Yes,300,Yes,427
481,2,1.5,Yes,40,Yes,364
168,1,2,Yes,300,No,322
590,1,1.5,No,120,No,336
85,2,2.4,Yes,120,Yes,371
479,1,2.4,No,300,Yes,434
187,1,2.4,No,80,Yes,322
98,4,1.5,Yes,40,No,329
130,4,2.4,Yes,40,No,364
640,2,1.5,No,300,No,413
468,1,2.4,Yes,80,No,357
591,1,1.5,No,300,Yes,413
395,4,1.5,No,80,Yes,448
609,1,2.4,Yes,40,Yes,378
614,1,2.4,Yes,120,No,385
515,2,2.4,Yes,80,Yes,427
226,2,2.4,Yes,40,No,308
372,2,2.4,Yes,80,No,392
110,4,1.5,No,120,No,357
139,4,2.4,No,80,Yes,413
230,2,2.4,Yes,120,No,350
768,1,2.4,No,300,No,469
131,4,2.4,Yes,80,Yes,427
275,4,2.4,Yes,80,Yes,441
326,1,2.4,Yes,120,No,371
494,2,1.5,No,120,No,357
484,2,1.5,Yes,80,No,357
682,4,1.5,No,40,No,399
378,2,2.4,No,40,No,350
183,1,2.4,Yes,300,Yes,392
716,4,2.4,No,80,No,462
281,4,2.4,No,40,Yes,399
310,1,2,Yes,120,No,336
130,4,2.4,Yes,40,No,364
853,4,2.4,Yes,120,Yes,581
376,2,2.4,Yes,300,No,448
665,2,2.4,No,40,Yes,399
763,1,2.4,No,80,Yes,448
136,4,2.4,Yes,300,No,448
400,4,1.5,No,300,No,469
425,4,2.4,No,40,Yes,455
168,1,2,Yes,300,No,322
229,2,2.4,Yes,120,Yes,385
39,1,2.4,Yes,300,Yes,378
441,1,1.5,No,40,Yes,315
240,2,2.4,No,300,No,378
94,2,2.4,No,120,No,322
225,2,2.4,Yes,40,Yes,343
181,1,2.4,Yes,120,Yes,350
102,4,1.5,Yes,120,No,371
589,1,1.5,No,120,Yes,371
862,4,2.4,No,120,No,532
616,1,2.4,Yes,300,No,427
184,1,2.4,Yes,300,No,357
286,4,2.4,No,120,No,406
197,2,1.5,Yes,120,Yes,315
440,1,1.5,Yes,300,No,378
315,1,2,No,80,Yes,343
90,2,2.4,No,40,No,280
614,1,2.4,Yes,120,No,385
481,2,1.5,Yes,40,Yes,364
163,1,2,Yes,80,Yes,301
47,1,2.4,No,300,Yes,364
243,4,1.5,Yes,80,Yes,406
669,2,2.4,No,120,Yes,441
284,4,2.4,No,80,No,392
369,2,2.4,Yes,40,Yes,399
436,1,1.5,Yes,80,No,322
111,4,1.5,No,300,Yes,434
241,4,1.5,Yes,40,Yes,378
480,1,2.4,No,300,No,399
385,4,1.5,Yes,40,Yes,434
108,4,1.5,No,80,No,343
807,2,2.4,Yes,300,Yes,553
347,2,1.5,No,80,Yes,343
446,1,1.5,No,120,No,322
283,4,2.4,No,80,Yes,427
433,1,1.5,Yes,40,Yes,329
612,1,2.4,Yes,80,No,371
103,4,1.5,Yes,300,Yes,448
329,1,2.4,No,40,Yes,350
317,1,2,No,120,Yes,357
112,4,1.5,No,300,No,399
249,4,1.5,No,40,Yes,364
370,2,2.4,Yes,40,No,364
192,1,2.4,No,300,No,343
345,2,1.5,No,40,Yes,315
84,2,2.4,Yes,80,No,322
753,1,2.4,Yes,40,Yes,434
96,2,2.4,No,300,No,364
61,2,1.5,No,120,Yes,287
249,4,1.5,No,40,Yes,364
436,1,1.5,Yes,80,No,322
105,4,1.5,No,40,Yes,350
320,1,2,No,300,No,364
230,2,2.4,Yes,120,No,350
167,1,2,Yes,300,Yes,357
657,2,2.4,Yes,40,Yes,413
227,2,2.4,Yes,80,Yes,371
372,2,2.4,Yes,80,No,392
320,1,2,No,300,No,364
562,4,2.4,Yes,40,No,434
669,2,2.4,No,120,Yes,441
829,4,1.5,No,120,Yes,532
610,1,2.4,Yes,40,No,343
35,1,2.4,Yes,80,Yes,322
373,2,2.4,Yes,120,Yes,441
721,1,1.5,Yes,40,Yes,399
82,2,2.4,Yes,40,No,294
394,4,1.5,No,40,No,385
380,2,2.4,No,80,No,378
317,1,2,No,120,Yes,357
232,2,2.4,Yes,300,No,392
721,1,1.5,Yes,40,Yes,399
345,2,1.5,No,40,Yes,315
712,4,2.4,Yes,300,No,532
523,2,2.4,No,80,Yes,413
252,4,1.5,No,80,No,357
486,2,1.5,Yes,120,No,371
309,1,2,Yes,120,Yes,371
373,2,2.4,Yes,120,Yes,441
392,4,1.5,Yes,300,No,483
24,1,2,Yes,300,No,308
229,2,2.4,Yes,120,Yes,385
614,1,2.4,Yes,120,No,385
56,2,1.5,Yes,300,No,308
522,2,2.4,No,40,No,350
758,1,2.4,Yes,120,No,441
813,2,2.4,No,120,Yes,497
333,1,2.4,No,120,Yes,392
635,2,1.5,No,80,Yes,392
37,1,2.4,Yes,120,Yes,336
615,1,2.4,Yes,300,Yes,462
390,4,1.5,Yes,120,No,441
721,1,1.5,Yes,40,Yes,399
325,1,2.4,Yes,120,Yes,406
639,2,1.5,No,300,Yes,448
467,1,2.4,Yes,80,Yes,392
81,2,2.4,Yes,40,Yes,329
398,4,1.5,No,120,No,427
687,4,1.5,No,300,Yes,518
235,2,2.4,No,80,Yes,357
489,2,1.5,No,40,Yes,350
208,2,1.5,No,300,No,308
198,2,1.5,Yes,120,No,280
472,1,2.4,Yes,300,No,413
531,4,1.5,Yes,80,Yes,462
537,4,1.5,No,40,Yes,420
88,2,2.4,Yes,300,No,378
240,2,2.4,No,300,No,378
91,2,2.4,No,80,Yes,343
348,2,1.5,No,80,No,308
324,1,2.4,Yes,80,No,357
316,1,2,No,80,No,308
233,2,2.4,No,40,Yes,329
625,2,1.5,Yes,40,Yes,378
613,1,2.4,Yes,120,Yes,420
632,2,1.5,Yes,300,No,427
716,4,2.4,No,80,No,462
387,4,1.5,Yes,80,Yes,462
243,4,1.5,Yes,80,Yes,406
186,1,2.4,No,40,No,259
543,4,1.5,No,300,Yes,504
93,2,2.4,No,120,Yes,357
27,1,2,No,80,Yes,273
775,2,1.5,Yes,300,Yes,518
320,1,2,No,300,No,364
530,4,1.5,Yes,40,No,399
430,4,2.4,No,120,No,462
381,2,2.4,No,120,Yes,427
316,1,2,No,80,No,308
228,2,2.4,Yes,80,No,336
441,1,1.5,No,40,Yes,315
327,1,2.4,Yes,300,Yes,448
540,4,1.5,No,80,No,413
286,4,2.4,No,120,No,406
637,2,1.5,No,120,Yes,406
573,4,2.4,No,120,Yes,497
103,4,1.5,Yes,300,Yes,448
201,2,1.5,No,40,Yes,259
200,2,1.5,Yes,300,No,322
54,2,1.5,Yes,120,No,266
137,4,2.4,No,40,Yes,385
825,4,1.5,No,40,Yes,490
255,4,1.5,No,300,Yes,448
446,1,1.5,No,120,No,322
609,1,2.4,Yes,40,Yes,378
179,1,2.4,Yes,80,Yes,336
103,4,1.5,Yes,300,Yes,448
764,1,2.4,No,80,No,413
342,2,1.5,Yes,120,No,336
474,1,2.4,No,40,No,315
308,1,2,Yes,80,No,322
316,1,2,No,80,No,308
808,2,2.4,Yes,300,No,518
40,1,2.4,Yes,300,No,343
420,4,2.4,Yes,80,No,462
321,1,2.4,Yes,40,Yes,364
352,2,1.5,No,300,No,364
235,2,2.4,No,80,Yes,357
346,2,1.5,No,40,No,280
620,1,2.4,No,80,No,357
319,1,2,No,300,Yes,399
479,1,2.4,No,300,Yes,434
286,4,2.4,No,120,No,406
134,4,2.4,Yes,120,No,406
92,2,2.4,No,80,No,308
176,1,2,No,300,No,308
526,2,2.4,No,120,No,392
103,4,1.5,Yes,300,Yes,448
438,1,1.5,Yes,120,No,336
621,1,2.4,No,120,Yes,406
342,2,1.5,Yes,120,No,336
572,4,2.4,No,80,No,448
666,2,2.4,No,40,No,364
232,2,2.4,Yes,300,No,392
685,4,1.5,No,120,Yes,476
534,4,1.5,Yes,120,No,441
829,4,1.5,No,120,Yes,532
175,1,2,No,300,Yes,343
94,2,2.4,No,120,No,322
588,1,1.5,No,80,No,322
484,2,1.5,Yes,80,No,357
662,2,2.4,Yes,120,No,420
394,4,1.5,No,40,No,385
435,1,1.5,Yes,80,Yes,357
84,2,2.4,Yes,80,No,322
583,1,1.5,Yes,300,Yes,427
528,2,2.4,No,300,No,434
236,2,2.4,No,80,No,322
370,2,2.4,Yes,40,No,364
181,1,2.4,Yes,120,Yes,350
195,2,1.5,Yes,80,Yes,301
142,4,2.4,No,120,No,392
97,4,1.5,Yes,40,Yes,364
373,2,2.4,Yes,120,Yes,441
344,2,1.5,Yes,300,No,378
252,4,1.5,No,80,No,357
51,2,1.5,Yes,80,Yes,287
343,2,1.5,Yes,300,Yes,413
99,4,1.5,Yes,80,Yes,392
466,1,2.4,Yes,40,No,329
326,1,2.4,Yes,120,No,371
228,2,2.4,Yes,80,No,336
45,1,2.4,No,120,Yes,322
379,2,2.4,No,80,Yes,413
528,2,2.4,No,300,No,434
343,2,1.5,Yes,300,Yes,413
729,1,1.5,No,40,Yes,385
244,4,1.5,Yes,80,No,371
91,2,2.4,No,80,Yes,343
103,4,1.5,Yes,300,Yes,448
674,4,1.5,Yes,40,No,413
371,2,2.4,Yes,80,Yes,427
30,1,2,No,120,No,252
18,1,2,Yes,40,No,224
851,4,2.4,Yes,80,Yes,567
85,2,2.4,Yes,120,Yes,371
81,2,2.4,Yes,40,Yes,329
621,1,2.4,No,120,Yes,406
581,1,1.5,Yes,120,Yes,385
144,4,2.4,No,300,No,434
81,2,2.4,Yes,40,Yes,329
111,4,1.5,No,300,Yes,434
109,4,1.5,No,120,Yes,392
471,1,2.4,Yes,300,Yes,448
32,1,2,No,300,No,294
436,1,1.5,Yes,80,No,322
228,2,2.4,Yes,80,No,336
229,2,2.4,Yes,120,Yes,385
492,2,1.5,No,80,No,343
205,2,1.5,No,120,Yes,301
850,4,2.4,Yes,40,No,504
40,1,2.4,Yes,300,No,343
628,2,1.5,Yes,80,No,371
772,2,1.5,Yes,80,No,427
813,2,2.4,No,120,Yes,497
47,1,2.4,No,300,Yes,364
777,2,1.5,No,40,Yes,420
806,2,2.4,Yes,120,No,476
437,1,1.5,Yes,120,Yes,371
344,2,1.5,Yes,300,No,378
141,4,2.4,No,120,Yes,427
172,1,2,No,80,No,252
536,4,1.5,Yes,300,No,483
382,2,2.4,No,120,No,392
106,4,1.5,No,40,No,315
347,2,1.5,No,80,Yes,343
63,2,1.5,No,300,Yes,329
35,1,2.4,Yes,80,Yes,322
669,2,2.4,No,120,Yes,441
682,4,1.5,No,40,No,399
468,1,2.4,Yes,80,No,357
804,2,2.4,Yes,80,No,462
308,1,2,Yes,80,No,322
732,1,1.5,No,80,No,378
808,2,2.4,Yes,300,No,518
316,1,2,No,80,No,308
728,1,1.5,Yes,300,No,448
733,1,1.5,No,120,Yes,427
324,1,2.4,Yes,80,No,357
64,2,1.5,No,300,No,294
168,1,2,Yes,300,No,322
590,1,1.5,No,120,No,336
188,1,2.4,No,80,No,287
734,1,1.5,No,120,No,392
479,1,2.4,No,300,Yes,434
98,4,1.5,Yes,40,No,329
723,1,1.5,Yes,80,Yes,427
286,4,2.4,No,120,No,406
687,4,1.5,No,300,Yes,518
766,1,2.4,No,120,No,427
436,1,1.5,Yes,80,No,322
856,4,2.4,Yes,300,No,588
288,4,2.4,No,300,No,448
662,2,2.4,Yes,120,No,420
100,4,1.5,Yes,80,No,357
526,2,2.4,No,120,No,392
205,2,1.5,No,120,Yes,301
470,1,2.4,Yes,120,No,371
56,2,1.5,Yes,300,No,308
736,1,1.5,No,300,No,434
492,2,1.5,No,80,No,343
482,2,1.5,Yes,40,No,329
207,2,1.5,No,300,Yes,343
736,1,1.5,No,300,No,434
285,4,2.4,No,120,Yes,441
255,4,1.5,No,300,Yes,448
372,2,2.4,Yes,80,No,392
112,4,1.5,No,300,No,399
190,1,2.4,No,120,No,301
347,2,1.5,No,80,Yes,343
610,1,2.4,Yes,40,No,343
39,1,2.4,Yes,300,Yes,378
491,2,1.5,No,80,Yes,378
855,4,2.4,Yes,300,Yes,623
728,1,1.5,Yes,300,No,448
441,1,1.5,No,40,Yes,315
111,4,1.5,No,300,Yes,434
232,2,2.4,Yes,300,No,392
496,2,1.5,No,300,No,399
40,1,2.4,Yes,300,No,343
467,1,2.4,Yes,80,Yes,392
489,2,1.5,No,40,Yes,350
638,2,1.5,No,120,No,371
385,4,1.5,Yes,40,Yes,434
369,2,2.4,Yes,40,Yes,399
277,4,2.4,Yes,120,Yes,455
387,4,1.5,Yes,80,Yes,462
320,1,2,No,300,No,364
857,4,2.4,No,40,Yes,525
275,4,2.4,Yes,80,Yes,441
757,1,2.4,Yes,120,Yes,476
23,1,2,Yes,300,Yes,343
538,4,1.5,No,40,No,385
776,2,1.5,Yes,300,No,483
465,1,2.4,Yes,40,Yes,364
317,1,2,No,120,Yes,357
208,2,1.5,No,300,No,308
513,2,2.4,Yes,40,Yes,399
179,1,2.4,Yes,80,Yes,336
372,2,2.4,Yes,80,No,392
469,1,2.4,Yes,120,Yes,406
98,4,1.5,Yes,40,No,329
674,4,1.5,Yes,40,No,413
167,1,2,Yes,300,Yes,357
436,1,1.5,Yes,80,No,322
348,2,1.5,No,80,No,308
189,1,2.4,No,120,Yes,336
663,2,2.4,Yes,300,Yes,497
437,1,1.5,Yes,120,Yes,371
678,4,1.5,Yes,120,No,455
326,1,2.4,Yes,120,No,371
822,4,1.5,Yes,120,No,511
278,4,2.4,Yes,120,No,420
102,4,1.5,Yes,120,No,371
140,4,2.4,No,80,No,378
309,1,2,Yes,120,Yes,371
274,4,2.4,Yes,40,No,378
58,2,1.5,No,40,No,210
137,4,2.4,No,40,Yes,385
854,4,2.4,Yes,120,No,546
346,2,1.5,No,40,No,280
388,4,1.5,Yes,80,No,427
529,4,1.5,Yes,40,Yes,434
571,4,2.4,No,80,Yes,483
181,1,2.4,Yes,120,Yes,350
395,4,1.5,No,80,Yes,448
370,2,2.4,Yes,40,No,364
168,1,2,Yes,300,No,322
590,1,1.5,No,120,No,336
32,1,2,No,300,No,294
763,1,2.4,No,80,Yes,448
186,1,2.4,No,40,No,259
760,1,2.4,Yes,300,No,483
334,1,2.4,No,120,No,357
639,2,1.5,No,300,Yes,448
662,2,2.4,Yes,120,No,420
724,1,1.5,Yes,80,No,392
18,1,2,Yes,40,No,224
475,1,2.4,No,80,Yes,378
722,1,1.5,Yes,40,No,364
287,4,2.4,No,300,Yes,483
634,2,1.5,No,40,No,329
447,1,1.5,No,300,Yes,399
108,4,1.5,No,80,No,343
35,1,2.4,Yes,80,Yes,322
320,1,2,No,300,No,364
187,1,2.4,No,80,Yes,322
55,2,1.5,Yes,300,Yes,343
393,4,1.5,No,40,Yes,420
475,1,2.4,No,80,Yes,378
755,1,2.4,Yes,80,Yes,462
577,1,1.5,Yes,40,Yes,343
437,1,1.5,Yes,120,Yes,371
772,2,1.5,Yes,80,No,427
515,2,2.4,Yes,80,Yes,427
527,2,2.4,No,300,Yes,469
310,1,2,Yes,120,No,336
671,2,2.4,No,300,Yes,483
778,2,1.5,No,40,No,385
433,1,1.5,Yes,40,Yes,329
428,4,2.4,No,80,No,448
395,4,1.5,No,80,Yes,448
864,4,2.4,No,300,No,574
587,1,1.5,No,80,Yes,357
778,2,1.5,No,40,No,385
624,1,2.4,No,300,No,413
325,1,2.4,Yes,120,Yes,406
140,4,2.4,No,80,No,378
307,1,2,Yes,80,Yes,357
162,1,2,Yes,40,No,238
248,4,1.5,Yes,300,No,427
474,1,2.4,No,40,No,315
633,2,1.5,No,40,Yes,364
